Nome: SALVADOR
Codigo Estacao: A401
Latitude: -13.005515
Longitude: -38.50576
Altitude: 47.56
Situacao: Operante
Data Inicial: 2000-05-12
Data Final: 2021-12-31
Periodicidade da Medicao: Mensal

Data Medicao;PRECIPITACAO TOTAL, MENSAL (AUT)(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB);TEMPERATURA MEDIA, MENSAL (AUT)(°C);VENTO, VELOCIDADE MAXIMA MENSAL (AUT)(m/s);VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s);
2003-11-30;143,8;1007,435048;25,814861;null;null;
2003-12-31;29;1007,126951;28,335606;4,8;null;
2004-01-31;305,6;1005,246102;28,089785;5,4;1,760081;
2004-02-29;168,6;1006,645101;28,715534;3,8;1,541757;
2004-03-31;130,4;1006,419828;28,698451;4,1;1,481253;
2004-04-30;285,6;1007,381594;28,242349;5,1;1,557391;
2004-05-31;164,8;1008,96683;27,544565;4,7;1,41108;
2004-06-30;314,6;1012,192045;26,428565;4,7;1,708631;
2004-07-31;226,2;1011,527857;25,542892;8;2,423323;
2004-08-31;132,8;1012,618681;25,383933;6,3;2,126212;
2004-09-30;43,8;1011,312017;26,533472;4,4;2,126063;
2004-10-31;88,2;1008,255572;27,291496;4,7;1,854228;
2004-11-30;144,2;1006,972107;27,877747;5;1,858425;
2004-12-31;13,2;1006,422599;28,806705;4,6;1,915909;
2005-01-31;null;1005,454697;29,107762;4,7;1,814169;
2005-02-28;347,4;1005,445988;28,708333;6,1;1,757253;
2005-03-31;320,6;1006,377409;29,18738;3,4;1,419295;
2005-04-30;null;null;28,097656;4,4;null;
2005-05-31;207;1008,565379;27,696736;7,3;2,126689;
2005-06-30;null;1010,430651;26,503094;6,3;1,90851;
2005-07-31;null;1012,801278;25,585212;8,1;2,244416;
2005-08-31;92,2;1012,232345;26,103398;3,9;1,910374;
2005-09-30;null;1010,709588;null;3,8;1,846469;
2005-10-31;3,2;1009,045424;27,907527;null;null;
2005-11-30;14,2;1006,587373;28,120695;null;null;
2005-12-31;null;null;null;null;null;
2006-01-31;null;null;null;null;null;
2006-02-28;null;null;null;null;null;
2006-03-31;null;null;null;null;null;
2006-04-30;null;null;null;null;null;
2006-05-31;null;null;null;null;null;
2006-06-30;null;null;null;null;null;
2006-07-31;null;null;null;5,6;null;
2006-08-31;null;1011,631459;26,134071;6,4;2,216184;
2006-09-30;null;null;null;5,9;null;
2006-10-31;null;null;null;5,9;null;
2006-11-30;null;null;null;4;null;
2006-12-31;null;null;null;4,8;null;
2007-01-31;null;null;null;4,8;null;
2007-02-28;null;null;null;4,3;null;
2007-03-31;94,4;1007,223914;28,657092;4,1;1,871748;
2007-04-30;null;1007,390743;28,41172;3,8;1,723564;
2007-05-31;null;null;27,905174;7,5;null;
2007-06-30;null;1010,851226;null;4,8;2,342524;
2007-07-31;null;1011,482933;31,133074;8,7;1,920162;
2007-08-31;null;null;null;6;null;
2007-09-30;null;null;null;4,5;null;
2007-10-31;null;1009,759064;null;4;2,384414;
2007-11-30;null;null;null;4,8;null;
2007-12-31;null;null;null;4,9;null;
2008-01-31;null;null;null;null;null;
2008-02-29;null;null;null;null;null;
2008-03-31;null;null;null;null;null;
2008-04-30;null;null;null;null;null;
2008-05-31;null;null;null;5,5;null;
2008-06-30;null;null;null;4,1;null;
2008-07-31;null;1012,875405;23,346402;6;2,056655;
2008-08-31;65,6;1011,054435;23,715054;3,4;1,619489;
2008-09-30;41,6;1011,016806;24,665972;4,8;1,449028;
2008-10-31;34,8;1009,916935;25,793817;4,2;1,786828;
2008-11-30;82,2;1006,646061;26,34779;4,9;1,826843;
2008-12-31;112,2;1005,858468;25,998118;4,5;1,347715;
2009-01-31;32,4;1006,696517;27,206235;3,9;1,457311;
2009-02-28;128,4;1006,269102;26,946307;3,9;1,242735;
2009-03-31;26,4;1005,156586;27,546505;4;1,275672;
2009-04-30;110,2;1006,72875;26,312639;4,1;,998056;
2009-05-31;2,2;1008,247966;25,090909;6;1,800892;
2009-06-30;null;1010,475465;24,818836;4,5;1,110278;
2009-07-31;167,2;1011,400269;24,241935;3,3;,90914;
2009-08-31;104,2;1011,386156;24,157258;4,3;1,088172;
2009-09-30;59,6;1010,53;24,9525;3,4;1,15125;
2009-10-31;91,2;1006,679598;25,736925;4;1,41954;
2009-11-30;49,4;1006,8775;26,272083;4,4;1,41875;
2009-12-31;7,8;1006,752285;27,262366;4;1,417876;
2010-01-31;86,4;1007,238477;27,229741;3,7;1,093891;
2010-02-28;13,2;1006,892411;28,158036;3,6;1,200149;
2010-03-31;56;1006,089516;27,552285;3,9;,961694;
2010-04-30;21,4;1006,7175;25,96375;6;1,311667;
2010-05-31;247;1007,227554;25,631586;4,4;,989785;
2010-06-30;105;1010,500833;24,577361;6,1;2,10625;
2010-07-31;534,4;1011,729032;23,065188;5,7;1,431183;
2010-08-31;187,2;1011,957691;22,844513;6,1;1,285098;
2010-09-30;62,8;1010,4525;23,758195;5,4;1,387917;
2010-10-31;60,2;1006,859543;25,509409;4,2;1,267473;
2010-11-30;31;1005,073333;26,145417;3,8;1,291528;
2010-12-31;73,2;1003,579167;26,221371;3,7;1,106989;
2011-01-31;50;1004,637634;26,075538;3,4;,90578;
2011-02-28;6;1005,252827;27,201488;3,1;1,000149;
2011-03-31;189,4;1004,084386;26,625291;5,4;1,132307;
2011-04-30;348;1005,672083;25,751667;3,1;,840278;
2011-05-31;323;1007,917803;24,467033;4,2;1,214003;
2011-06-30;186,4;1009,520972;23,450278;6;1,147639;
2011-07-31;24,6;1010,673387;23,554839;3,5;1,04879;
2011-08-31;3,8;1010,826667;23,520833;3,2;,9325;
2011-09-30;64,2;1012,586002;24,036256;5,2;1,94055;
2011-10-31;213,6;1007,428898;25,016398;6,7;2,05578;
2011-11-30;195;1007,466379;25,168678;6;2,021695;
2011-12-31;98,4;1006,624959;26,067415;3,8;1,663827;
2012-01-31;16;1007,328495;26,588575;4,1;1,646371;
2012-02-29;null;1007,233071;26,429185;3,4;1,495215;
2012-03-31;null;1007,596441;26,553302;3,5;1,486664;
2012-04-30;null;1007,5859;26,501437;4,2;1,453605;
2012-05-31;417,4;1009,543817;25,185618;5,6;1,792391;
2012-06-30;170,2;1011,170815;24,523243;3,4;1,338714;
2012-07-31;163,2;1011,911425;23,843145;3,4;1,501075;
2012-08-31;137,6;1013,706697;23,541196;4,4;1,844995;
2012-09-30;33,2;1012,331479;24,452693;5,9;1,827192;
2012-10-31;65;1009,439621;24,834596;3,4;1,671517;
2012-11-30;12,4;1006,197361;26,024167;3,8;1,720417;
2012-12-31;12,8;1006,514113;26,8875;3,7;1,641398;
2013-01-31;37,2;1007,048521;27,310753;3,9;1,694892;
2013-02-28;30,2;1007,123066;27,670982;3,6;1,658482;
2013-03-31;39;1007,131181;27,824138;3,6;1,582537;
2013-04-30;237,6;1007,719583;26,718889;5,6;1,948611;
2013-05-31;236,8;1009,09422;25,393548;5,1;1,623258;
2013-06-30;302,8;1010,370272;24,498843;4,3;1,405482;
2013-07-31;null;null;null;null;null;
2013-08-31;null;null;23,855921;4,6;null;
2013-09-30;116;1011,012639;24,467917;4;1,593611;
2013-10-31;219,4;1009,511559;25,149328;4,7;1,836828;
2013-11-30;212,8;1007,044583;25,494306;3,7;1,625417;
2013-12-31;156,2;1005,767014;26,098558;3,7;1,771459;
2014-01-31;null;1008,003191;26,508096;3,6;1,474213;
2014-02-28;143,8;1007,056223;26,513501;3,2;1,449567;
2014-03-31;null;null;null;2,9;null;
2014-04-30;null;null;null;5,3;null;
2014-05-31;253,6;1008,802285;25,299462;6;1,621909;
2014-06-30;245,8;1011,021528;24,504722;3,4;1,426528;
2014-07-31;210,2;1013,458065;23,890457;4,4;1,567608;
2014-08-31;68,8;1012,857796;23,752419;5,1;1,636559;
2014-09-30;91,6;1011,418333;24,186667;5,5;1,758889;
2014-10-31;31,4;1010,388441;25,206586;7,5;1,947312;
2014-11-30;63,6;1007,494722;25,652083;4,8;1,802778;
2014-12-31;201,2;1007,947715;26,038441;4;1,540188;
2015-01-31;54,2;1008,8357;26,810829;3,4;1,494291;
2015-02-28;92,8;1007,739137;27,111756;3,5;1,467113;
2015-03-31;33,2;1007,227151;27,529704;3,2;1,37379;
2015-04-30;274,2;1007,28625;26,775833;5,4;1,531389;
2015-05-31;282,2;1009,461916;25,2803;5,2;1,828861;
2015-06-30;357,6;1011,873333;24,528889;5,5;1,628195;
2015-07-31;188,8;1012,421371;24,112903;3,6;1,427285;
2015-08-31;94,8;1012,43293;23,807527;3,9;1,494624;
2015-09-30;24,2;1010,526667;24,897639;3,1;1,499722;
2015-10-31;18,6;1009,921371;25,984005;3,3;1,586156;
2015-11-30;3,4;1006,827917;27,063472;3,8;1,757361;
2015-12-31;17,4;1008,648387;27,43871;3,7;1,629301;
2016-01-31;165;1006,800941;27,059409;4,4;1,520296;
2016-02-29;41,4;1008,169828;27,667241;3,1;1,337213;
2016-03-31;null;1008,426279;28,189172;3;1,421273;
2016-04-30;null;1008,219014;null;2,7;null;
2016-05-31;178;1010,383565;25,672068;4,6;1,349691;
2016-06-30;132;1011,960556;25,059305;5,2;1,772222;
2016-07-31;94;1012,417473;24,482527;4;1,400672;
2016-08-31;151,4;1012,057527;24,307124;4;1,452688;
2016-09-30;null;null;24,455833;3,1;null;
2016-10-31;null;null;25,947235;3,2;null;
2016-11-30;54,4;1007,445719;26,227911;5,1;1,705145;
2016-12-31;56;1007,157796;26,947984;3,5;1,578091;
2017-01-31;25,8;1007,694758;27,537366;3,3;1,529973;
2017-02-28;97,6;1007,159226;27,351786;3,4;1,474107;
2017-03-31;179,8;1006,95128;27,092082;4,7;1,445611;
2017-04-30;157,4;1007,91;26,474167;5,1;1,392361;
2017-05-31;340,8;1009,370968;25,35578;5;1,403226;
2017-06-30;112,4;1011,324728;24,868225;3,9;1,43901;
2017-07-31;242;1014,727016;23,343952;6,2;2,056452;
2017-08-31;73,6;1012,237325;23,411618;4;1,531183;
2017-09-30;135,6;1013,305803;23,833291;3,6;1,744704;
2017-10-31;72;1009,781048;25,202285;3,6;1,527151;
2017-11-30;77,8;1006,947058;26,184545;3,6;1,531439;
2017-12-31;82,4;1006,359946;26,971505;3,8;1,523521;
2018-01-31;75,4;1007,116275;27,241538;3,5;1,503927;
2018-02-28;44,8;1006,235417;27,174405;3,5;1,486309;
2018-03-31;164,6;1006,13092;27,537143;3,4;1,448352;
2018-04-30;151,4;1008,367361;26,104861;4,6;1,355555;
2018-05-31;228,2;1009,897312;25,227285;4;1,502554;
2018-06-30;180,8;1011,99454;24,456609;3,7;1,227299;
2018-07-31;65,2;1012,465457;24,027957;2,8;1,218145;
2018-08-31;40;1012,42043;24,465054;4;1,338441;
2018-09-30;73,2;1009,985556;25,016806;4,5;1,474167;
2018-10-31;60;1008,145565;25,963038;4,4;1,611559;
2018-11-30;63,4;1007,6825;26,375972;3,5;1,533889;
2018-12-31;142,2;1007,835215;26,597715;3,3;1,378629;
2019-01-31;58,8;1008,998656;27,459005;2,5;1,299462;
2019-02-28;1,2;1006,611012;28,508333;3,1;1,435268;
2019-03-31;267,2;1007,066936;27,789113;3,6;1,298118;
2019-04-30;217,6;1007,161667;27,207639;3,2;1,064722;
2019-05-31;235,8;1008,053091;26,356855;3,9;1,142204;
2019-06-30;196;1011,786806;25,135278;5,7;1,506944;
2019-07-31;295,2;1011,982661;24,274866;5,3;1,689516;
2019-08-31;117,2;1013,820968;24,179973;4,1;1,41035;
2019-09-30;131;1011,264333;24,600575;3,1;1,358046;
2019-10-31;85,6;1009,008602;25,686021;3,3;1,39664;
2019-11-30;207,8;1006,712639;26,5225;3,7;1,469722;
2019-12-31;42;1006,919086;27,169086;3,3;1,422984;
2020-01-31;92,8;1006,754435;27,172581;3;1,270027;
2020-02-29;37,6;1007,059483;27,848563;2,8;1,162787;
2020-03-31;265,4;1006,462231;27,227688;4,6;1,572715;
2020-04-30;527;1007,820556;26,405139;5,1;1,623194;
2020-05-31;457,4;1009,710215;25,304839;6;1,590457;
2020-06-30;270;1011,027222;24,988056;4,8;1,458056;
2020-07-31;168,2;1011,581048;24,20793;3,4;1,416129;
2020-08-31;130;1011,900538;24,040591;4,9;1,651613;
2020-09-30;87,4;1011,149167;24,634722;3,3;1,347222;
2020-10-31;59,4;1008,051747;26,14664;3,5;1,439651;
2020-11-30;141,4;1007,401528;25,910139;5,1;1,538194;
2020-12-31;28,4;1007,379435;26,777016;3,1;1,393683;
2021-01-31;189,2;1007,076747;26,683602;2,4;1,231855;
2021-02-28;52;1006,22753;27,124405;3,1;1,255506;
2021-03-31;62,8;1006,950538;27,018817;2,4;1,158065;
2021-04-30;286,6;1007,351389;26,08375;4;1,189028;
2021-05-31;119;1009,755242;25,184274;4,2;1,480242;
2021-06-30;146;1010,726528;24,450833;4,1;1,369583;
2021-07-31;255,8;1012,738575;23,555108;4,9;1,712097;
2021-08-31;178,6;1012,70121;23,54207;4;1,49543;
2021-09-30;37,4;1010,682361;25,024444;4,6;1,269167;
2021-10-31;144,4;1008,236425;26,186425;2,9;1,298118;
2021-11-30;304;1006,090972;26,081111;4,5;1,318611;
2021-12-31;371,6;1005,505914;26,3;3,2;1,26922;

